bin,n,favorite_roi,underdog_roi
0,12,4.3279,-19.1572
1,15,0.8009,3.1556
2,21,-16.7066,4.8774
3,24,7.6775,-22.1282
4,39,-10.2763,-0.8135
5,35,-15.5968,18.4456
6,37,3.2992,-29.7262
7,23,-18.2586,7.5652
8,8,59.3745,-100.0
9,12,9.8334,-54.1667
