bin,n,favorite_roi,underdog_roi
0,308,-8.0251,8.6141
1,230,-4.7072,0.6889
2,394,-3.5679,-8.23
3,515,-4.9602,-8.7364
4,656,-2.0225,-9.3366
5,647,-10.4614,5.8831
6,490,-0.4442,-16.1537
7,363,-6.5015,-7.5668
8,198,6.2389,-28.7042
9,282,-1.6339,-8.0328
