bin,n,favorite_roi,underdog_roi
0,24,-31.8548,39.3848
1,15,-13.3239,-4.6671
2,24,-24.6337,-7.2423
3,30,3.9717,4.7969
4,35,0.6325,-8.513
5,37,4.6119,-8.8138
6,29,-4.4559,-7.6103
7,29,-7.9759,18.0698
8,8,-3.3678,-51.5
9,20,-16.5207,-1.1055
