bin,n,favorite_roi,underdog_roi
0,13,14.869,-38.4597
1,10,-4.7025,-33.1296
2,25,-15.3995,-9.3688
3,30,-20.1536,-2.6501
4,49,-19.3112,4.9283
5,36,6.1661,-0.2428
6,32,-3.5568,-6.8219
7,20,13.6507,-62.55
8,9,25.555,3.2222
9,15,-15.2697,40.7369
