bin,n,favorite_roi,underdog_roi
0,11,11.8918,-55.8197
1,10,-11.494,15.803
2,18,-26.0355,-3.4996
3,39,-3.1486,-15.851
4,52,1.5725,-20.1547
5,41,-12.292,8.8741
6,31,2.0688,-23.2903
7,19,-13.7331,-5.3677
8,7,-31.1478,19.4286
9,11,-22.3679,77.1818
