bin,n,favorite_roi,underdog_roi
0,19,-19.1058,42.9445
1,15,-1.605,15.594
2,20,32.8857,-40.4
3,32,0.3438,-18.3477
4,31,23.7675,-27.5804
5,37,-3.9409,-7.5614
6,32,-1.9923,-34.9925
7,23,3.5798,-17.2609
8,12,19.1752,-81.6667
9,19,-6.8452,-20.048
