bin,n,favorite_roi,underdog_roi
0,199,1.6416,-2.998
1,138,-10.7223,13.3476
2,305,-0.5444,-15.8982
3,554,-6.1404,-3.1651
4,902,-4.4432,-6.619
5,846,-3.6607,-4.5357
6,551,-7.495,-3.8664
7,281,-3.2033,-15.7998
8,133,-0.8462,-3.4423
9,174,0.431,-24.0629
