bin,n,favorite_roi,underdog_roi
0,10,-1.873,-7.6
1,12,-21.5922,30.3333
2,14,-21.7124,28.8554
3,36,-6.0386,2.163
4,54,-10.3957,0.7983
5,54,-2.4004,-12.4379
6,33,-8.3905,3.5132
7,13,-6.0064,-26.6044
8,14,-34.0011,67.2143
9,11,13.4341,-50.0047
