bin,n,favorite_roi,underdog_roi
0,14,7.7835,-30.8571
1,11,-7.2721,32.9091
2,17,-8.2823,-27.5343
3,28,-17.1174,-1.3287
4,45,-21.7197,8.2634
5,46,-11.4791,9.114
6,30,-4.5003,-11.4
7,23,-1.6384,-21.2174
8,13,-9.609,37.3846
9,11,-13.636,14.2727
