bin,n,favorite_roi,underdog_roi
0,11,15.0869,-55.8197
1,4,23.48,89.25
2,17,11.0052,-53.5861
3,35,-10.5661,-10.2071
4,62,3.415,-21.3533
5,45,1.022,-11.8852
6,34,-13.4653,18.4706
7,18,-8.8886,-22.3326
8,3,-15.3601,-4.0
9,10,11.6979,6.3
