bin,n,favorite_roi,underdog_roi
0,9,43.4543,-75.0
1,7,-32.4204,47.5714
2,18,-21.562,11.5424
3,32,-13.561,31.7806
4,49,-27.5329,16.6452
5,57,-12.0663,-5.1196
6,40,1.0029,-23.2021
7,10,9.9086,-70.4
8,4,-9.7491,117.0
9,8,-27.3757,55.125
