bin,n,favorite_roi,underdog_roi
0,15,1.8196,-17.798
1,8,-49.1144,29.9898
2,21,-0.983,-17.9069
3,42,-5.3338,-3.6422
4,38,-0.0173,-5.8927
5,47,-7.2463,4.594
6,33,-14.8464,-1.5152
7,14,20.6998,-82.2143
8,10,-0.9985,-30.5
9,11,14.1895,-75.7273
