bin,n,favorite_roi,underdog_roi
0,14,-28.2838,49.931
1,10,4.3006,-8.504
2,13,5.9267,-60.2326
3,31,15.3038,-20.1655
4,61,-0.4339,-10.7474
5,45,9.3201,-15.8444
6,27,6.9591,-43.1111
7,17,-31.4603,72.253
8,7,-12.8556,-41.8367
9,14,12.3574,-79.9286
