bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,19,-15.3682,16.6441
3,200,-8.2088,-2.381
4,413,-6.5945,-2.5707
5,368,-0.9784,-11.0934
6,185,-0.0959,-12.191
7,20,-34.6982,66.15
8,0,,
9,0,,
