bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,20,42.4881,-77.65
3,205,-2.981,-7.9193
4,358,-2.4315,-5.0929
5,422,3.4666,-17.1294
6,190,-4.1353,-7.5988
7,17,-16.2706,16.6471
8,0,,
9,0,,
