bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,21,-7.4145,-6.6964
3,154,-11.2665,-3.2814
4,361,-0.5333,-12.0564
5,383,-6.786,-5.2187
6,169,6.7321,-27.5571
7,16,14.0397,-31.875
8,0,,
9,0,,
