bin,n,favorite_roi,underdog_roi
0,580,-6.7967,-0.6119
1,501,1.4513,-11.1295
2,1828,-5.9006,-2.7828
3,6167,-4.0708,-3.6178
4,11725,-4.1061,-4.631
5,11617,-2.6241,-6.3057
6,6165,-3.3737,-5.8804
7,1782,-5.9873,-0.4964
8,475,-7.1215,-1.5469
9,604,-9.508,2.4254
