bin,n,favorite_roi,underdog_roi
0,0,,
1,4,10.5192,-27.5
2,51,-13.3577,8.6078
3,193,-9.0827,8.1818
4,368,5.7869,-11.5979
5,368,-4.2808,-1.1738
6,158,-3.1947,-7.8021
7,63,-6.2921,2.2063
8,0,,
9,0,,
