bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,7,9.3038,-27.0
3,145,-12.6925,1.8937
4,445,-4.1806,-4.1259
5,478,3.6546,-12.969
6,134,-3.7698,-8.5128
7,1,-100.0,170.0
8,0,,
9,0,,
