bin,n,favorite_roi,underdog_roi
0,0,,
1,3,-57.6577,118.3333
2,67,-1.8246,-7.806
3,196,-1.0067,-7.2332
4,345,2.6742,-7.943
5,353,-5.4216,-3.885
6,166,3.1075,-19.4991
7,73,3.1107,-19.3836
8,4,-6.0163,30.0
9,0,,
