bin,n,favorite_roi,underdog_roi
0,0,,
1,3,0.9974,-14.6667
2,33,-14.3919,12.0606
3,148,-11.8313,5.1973
4,423,-6.6979,-0.5366
5,435,-3.7069,-2.549
6,124,-14.6686,7.7581
7,35,8.7154,-38.2571
8,3,-6.6828,2.6667
9,0,,
