bin,n,favorite_roi,underdog_roi
0,101,5.0644,-9.4869
1,67,2.38,-35.9292
2,70,-2.2201,-4.3977
3,129,-5.6643,-1.7341
4,242,2.3603,-9.0154
5,246,-10.1636,-1.4667
6,109,2.1612,-28.8356
7,73,-16.5576,45.0148
8,75,-6.6115,-24.6786
9,94,0.4302,-18.4589
