bin,n,favorite_roi,underdog_roi
0,75,-0.4719,4.5767
1,64,-24.5441,47.0079
2,77,-5.0537,5.2888
3,143,7.294,-16.4245
4,180,-9.675,-0.3283
5,171,0.2515,-14.0054
6,142,-3.1835,-5.1999
7,84,-10.819,4.7008
8,51,-10.4518,5.1166
9,77,-2.143,-21.7083
