bin,n,favorite_roi,underdog_roi
0,40,11.29,-40.3764
1,36,-2.0221,-17.9124
2,67,-14.909,-0.0017
3,128,1.0547,-8.1358
4,222,-9.5626,1.1788
5,232,-13.1257,9.7622
6,104,-6.7818,-2.4644
7,63,-3.1222,-20.9683
8,42,-3.1694,33.4524
9,38,-0.1824,-47.6053
