bin,n,favorite_roi,underdog_roi
0,66,15.0619,-51.8028
1,17,5.193,-33.1434
2,36,-27.3109,53.5283
3,220,4.839,-14.7342
4,277,-1.5599,-4.4541
5,275,-8.3626,0.7473
6,199,-1.4191,-20.9765
7,42,-15.4262,29.2381
8,12,33.4301,-100.0
9,65,2.5592,-20.9692
