bin,n,favorite_roi,underdog_roi
0,1069,0.3282,-9.3375
1,757,-3.9588,-9.0301
2,1228,-3.1348,-4.9647
3,2638,-3.5472,-4.8051
4,3988,-3.1865,-4.6421
5,3995,-4.2035,-1.8844
6,2498,-3.5789,-9.2727
7,1264,-5.1437,-0.9969
8,741,-4.0353,-6.4271
9,1029,-5.0013,-14.6767
