bin,n,favorite_roi,underdog_roi
0,96,6.415,-12.5557
1,66,10.1093,-35.7218
2,86,-12.0437,6.3251
3,168,-4.465,-10.4622
4,183,-13.6644,-0.5976
5,178,-11.5745,9.2631
6,159,-5.9074,16.1991
7,95,6.6092,-39.4
8,74,1.2996,-28.2703
9,84,-2.9996,-13.131
