bin,n,favorite_roi,underdog_roi
0,1865,-1.9054,-6.8837
1,1229,-2.9393,-5.3433
2,2407,-7.6496,0.4396
3,5586,-3.6774,-4.2248
4,9548,-3.8604,-4.5123
5,9791,-3.7007,-5.2575
6,5507,-3.0737,-6.2947
7,2432,-4.6093,-3.1021
8,1211,-0.6913,-9.5623
9,1871,-5.6076,-3.5631
