bin,n,favorite_roi,underdog_roi
0,106,0.3684,-9.6652
1,130,9.6165,-25.5192
2,155,-9.247,1.9239
3,311,0.1733,-3.4877
4,484,-0.5086,-6.9227
5,508,-5.8518,0.2471
6,315,-3.791,-9.1173
7,176,-0.7419,-3.4023
8,122,-2.8454,-8.5318
9,101,-2.5996,-6.0653
