bin,n,favorite_roi,underdog_roi
0,108,8.9832,-14.0351
1,110,2.4926,-13.0772
2,62,-0.8879,-7.8741
3,280,-7.3555,-0.7235
4,624,0.6127,-7.4657
5,647,-2.4204,-5.9767
6,291,-8.8542,2.9921
7,80,-2.4361,-0.3107
8,95,2.516,-19.3785
9,106,-8.748,6.5472
