bin,n,favorite_roi,underdog_roi
0,87,-6.352,-4.4804
1,41,-4.2906,-8.6493
2,128,-8.3752,-3.1986
3,331,1.738,-9.524
4,614,-2.5745,-6.5538
5,612,1.1932,-11.3654
6,347,-8.5354,5.4466
7,119,1.9857,-16.9099
8,38,-13.9066,12.5526
9,93,-5.3148,-5.072
