bin,n,favorite_roi,underdog_roi
0,129,1.3478,-12.0773
1,122,2.5064,-14.3509
2,197,-10.6121,-2.7099
3,277,-12.1208,-1.7251
4,357,-9.3003,-2.3679
5,399,0.449,-16.1843
6,271,-0.7967,-12.3865
7,199,-9.0537,-3.9763
8,117,11.7356,-29.2618
9,124,3.5734,-22.7014
