bin,n,favorite_roi,underdog_roi
0,95,-2.7562,-9.0201
1,21,-35.6408,30.0458
2,134,-4.2998,-7.3007
3,397,0.5291,-11.5354
4,563,-6.0848,-3.5636
5,566,-6.6959,-4.8425
6,374,-11.7354,2.551
7,135,-4.5712,-4.9307
8,25,-39.8204,38.0463
9,92,5.1643,-20.5285
