bin,n,favorite_roi,underdog_roi
0,81,-8.6305,-0.4164
1,42,-12.2036,-0.3852
2,139,-12.7546,5.1372
3,379,-4.2587,-5.3602
4,542,-6.9311,-2.0189
5,579,0.3731,-11.9047
6,361,5.2641,-21.3378
7,138,-15.8654,14.2588
8,49,-13.9948,19.1081
9,85,-7.5343,1.2824
