bin,n,favorite_roi,underdog_roi
0,93,-11.8235,4.4362
1,61,8.4212,-19.4956
2,102,-18.3004,10.2645
3,355,-5.6362,-0.9617
4,591,-6.4121,-2.8987
5,586,-7.6117,-0.9617
6,344,-5.3905,-1.8699
7,109,-13.9009,8.6686
8,62,9.7709,-27.2567
9,102,-12.2833,5.7308
