bin,n,favorite_roi,underdog_roi
0,15,-1.265,0.5333
1,17,12.6434,-14.8046
2,7,-8.9881,-0.0885
3,11,14.9803,-35.7217
4,12,19.6578,-0.9948
5,15,-32.1883,15.1987
6,14,-20.4913,-8.3466
7,8,-33.8538,31.5
8,15,12.8599,-19.2052
9,14,5.9319,-78.5714
