bin,n,favorite_roi,underdog_roi
0,18,-3.0527,-10.8887
1,15,46.4237,-78.3164
2,10,24.2357,-41.488
3,13,2.6085,-4.5743
4,5,-20.575,-6.0063
5,13,12.3964,-34.3077
6,7,48.9629,-8.8393
7,15,-5.2488,-15.324
8,15,-17.9951,20.4667
9,11,-7.2769,-44.6364
