bin,n,favorite_roi,underdog_roi
0,13,-34.6195,37.4615
1,11,-49.5391,67.4559
2,11,9.361,4.1582
3,12,-32.5829,11.104
4,17,16.289,-13.4786
5,12,-25.6215,14.4152
6,18,-23.7696,11.9617
7,13,11.8586,-64.4396
8,8,-5.6124,16.25
9,11,-14.3673,27.8182
