bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,128,2.8784,-16.9766
3,762,-4.4857,-0.6312
4,2271,-2.8042,-6.7631
5,3331,-5.8866,-3.0851
6,2361,-3.3284,-6.5527
7,591,-0.7117,-12.0406
8,34,-5.3593,6.8529
9,0,,
