bin,n,favorite_roi,underdog_roi
0,53,-4.2835,42.4528
1,391,-1.719,-8.4757
2,735,-2.8801,-4.2327
3,1057,-1.747,-5.8874
4,1282,0.6343,-8.5653
5,1428,-6.3647,0.7378
6,1610,-2.5196,-5.3826
7,1502,-2.4282,-5.9321
8,1232,-3.6579,-2.0933
9,405,-2.998,-10.9407
