bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,26,1.1294,-16.3077
3,109,1.7006,-11.1101
4,121,9.4183,-18.5725
5,168,2.8577,-11.8018
6,131,-12.2867,12.7939
7,93,0.4983,-14.3333
8,8,-41.1784,156.0
9,0,,
