bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,0,,
3,19,-43.0889,65.8421
4,166,-3.326,-5.4162
5,267,-4.4346,-5.5392
6,149,-0.4131,-11.5235
7,12,-0.639,-14.0833
8,0,,
9,0,,
