bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,3,30.4846,-100.0
3,51,1.3169,-8.7647
4,149,-7.5947,2.0455
5,222,-10.768,5.5937
6,165,-4.5076,-0.6485
7,42,-2.262,-6.3333
8,2,20.7501,-100.0
9,0,,
