bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,2,-32.5175,86.0
3,37,21.2109,-42.6216
4,137,-4.8374,-0.8119
5,256,-7.1894,0.7991
6,145,-1.8893,-6.1655
7,38,2.0988,-19.6053
8,0,,
9,0,,
