bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,0,,
3,23,-2.8964,-7.8261
4,63,-2.5146,-5.9636
5,116,1.6624,-11.3185
6,80,-6.5354,2.625
7,27,-12.5987,22.4074
8,0,,
9,0,,
