bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,3,-55.914,132.0
3,44,-7.4572,0.5909
4,139,-3.2871,-3.1555
5,194,-13.6805,9.085
6,135,-8.4625,4.9481
7,25,10.5218,-43.44
8,1,19.9203,-100.0
9,0,,
