bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,0,,
3,19,11.4899,-30.1053
4,142,-3.3526,-8.1675
5,272,-15.6725,7.5638
6,165,-5.5022,-1.7394
7,13,23.6866,-73.3077
8,0,,
9,0,,
