bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,0,,
3,26,-34.9343,53.7308
4,148,-5.2806,-3.2911
5,244,-1.5803,-7.6166
6,170,-1.2977,-11.3176
7,22,-3.0073,-4.9091
8,0,,
9,0,,
