bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,11,31.2267,-100.0
3,71,-15.1372,16.6901
4,161,-11.6011,5.4655
5,183,-0.1291,-8.7749
6,167,6.431,-23.1257
7,60,-2.2744,-13.8167
8,2,-40.7579,142.5
9,0,,
