bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,0,,
3,27,-14.6215,15.8519
4,146,3.2341,-10.4333
5,257,-1.1825,-6.1193
6,165,-14.8258,18.2242
7,19,12.0909,-44.9474
8,0,,
9,0,,
