bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,6,9.5772,-42.6667
3,53,0.0895,-11.283
4,120,-7.7319,1.2234
5,209,-15.0969,12.5808
6,142,-7.6523,5.9648
7,39,11.2262,-44.0
8,4,-11.0092,25.25
9,0,,
