bin,n,favorite_roi,underdog_roi
0,0,,
1,0,,
2,0,,
3,34,-8.4408,10.5
4,145,10.7234,-22.006
5,245,-2.0412,-5.6061
6,182,0.9604,-11.0604
7,27,-0.3933,-4.2222
8,0,,
9,0,,
