bin,n,favorite_roi,underdog_roi
0,1,5.9988,-100.0
1,1,14.9925,-100.0
2,16,23.2552,-75.0625
3,23,-5.3489,-5.913
4,17,20.9972,-40.7769
5,20,-13.4808,11.55
6,22,21.3222,-50.6364
7,22,5.4959,-26.0
8,11,2.9129,-51.0909
9,1,3.0003,-100.0
