bin,n,favorite_roi,underdog_roi
0,0,,
1,5,13.6048,-100.0
2,6,25.8316,-100.0
3,16,-23.8728,38.5
4,22,9.58,-20.6748
5,27,14.5108,-25.7188
6,30,15.4521,-32.6
7,18,-21.2668,52.1111
8,9,-25.4421,101.1111
9,1,5.9988,-100.0
