bin,n,favorite_roi,underdog_roi
0,3,5.9988,-100.0
1,86,-9.5925,25.4651
2,322,-1.9606,-8.177
3,545,-2.8836,-7.5248
4,635,-1.1665,-8.443
5,758,-7.0237,-0.8005
6,911,-6.0509,-1.0143
7,755,-2.2277,-10.3682
8,326,0.0776,-29.4356
9,20,-0.3007,-46.85
