bin,n,favorite_roi,underdog_roi
0,0,,
1,2,-40.4943,145.0
2,13,21.0012,-66.7692
3,17,-13.8271,15.0
4,22,11.3664,-24.8762
5,20,21.3035,-37.7552
6,22,19.2724,-49.4091
7,18,5.8403,-33.1111
8,14,12.8577,-100.0
9,0,,
