bin,n,favorite_roi,underdog_roi
0,77,2.4184,-17.2625
1,25,-34.2409,44.8369
2,108,-6.3939,9.4367
3,307,0.9535,-5.2553
4,617,3.099,-6.7806
5,655,-5.9619,-0.2902
6,309,-3.359,-2.8566
7,112,-3.4882,-6.8326
8,21,23.6631,-55.1905
9,82,-1.3776,-7.6545
