bin,n,favorite_roi,underdog_roi
0,83,-25.0117,13.0439
1,57,7.6844,-19.8502
2,138,-8.1181,-7.6226
3,259,-11.0166,-3.5053
4,504,-6.8051,-6.3034
5,518,1.6287,-15.4704
6,288,-0.7794,-14.1859
7,127,-4.1903,-8.6763
8,42,-10.1374,-4.4674
9,98,10.4793,-28.7037
