bin,n,favorite_roi,underdog_roi
0,131,-0.4285,-8.6061
1,117,-1.9268,0.2612
2,202,-13.0702,10.0471
3,258,-0.6055,-9.9497
4,456,-5.0232,-4.1345
5,484,-3.7771,-1.9071
6,269,-10.0297,5.3272
7,181,8.6407,-25.366
8,132,-10.0338,8.5562
9,119,-2.9139,-4.4938
