bin,n,favorite_roi,underdog_roi
0,94,-0.9381,-11.0383
1,64,9.5336,-27.7432
2,208,1.3807,-10.9262
3,342,-7.5019,3.1485
4,495,-4.5847,-5.3363
5,456,-4.411,-4.8257
6,369,-3.6337,-4.5259
7,166,-11.1588,6.8676
8,69,10.393,-28.0538
9,101,0.6435,-8.8812
