bin,n,favorite_roi,underdog_roi
0,127,-14.9701,12.6999
1,105,-16.695,13.8811
2,197,-7.899,-6.0572
3,352,1.5232,-9.8292
4,404,5.5878,-10.7674
5,438,0.2214,-8.2952
6,301,-6.3088,1.3393
7,210,-6.3896,-3.0824
8,102,0.1507,-9.6166
9,107,5.8898,-13.8758
