season,favorite_roi,underdog_roi
2009,0.028299813942259475,-0.11658344675437894
2010,-0.11831814356351042,0.05551724137931035
2011,0.024988926991754326,-0.12335590434520914
2012,-0.3973479908733612,0.3681751003559485
2013,-0.27294261360225414,0.22832771590950748
2014,0.19323668524451712,-0.34113462743143746
2015,-0.0757496216938584,0.011769592137317734
2016,-0.09327998959971322,-0.0020024091849880897
2017,0.10925975301846864,-0.22792568767927232
2018,-0.02923233291294638,-0.07324389503876096
2019,-0.021498927478921893,-0.08522931452310888
2020,-0.18358582468272394,0.12624869434098673
2021,-0.17757719216437245,0.12982335299157272
2022,-0.3145597082651362,0.3355889724310777
2023,-0.024818540645029235,-0.07403669558438261
2024,0.07474655949937106,-0.17227507241052809
2025,-0.06246815987003407,0.01770833333333333
