season,favorite_roi,underdog_roi
2009,-0.005350455294176144,-0.16399999999999998
2010,-0.06610380202873589,-0.0058490566037735945
2011,-0.014261451194561733,-0.2477777777777778
2012,0.024261274444134857,-0.20862745098039218
2013,0.03149324843532833,-0.29382978723404257
2014,-0.07800151380982838,0.15428571428571428
2015,-0.003624621180258345,-0.1449056603773585
2016,-0.10371157084587407,0.1472093023255814
2017,-0.0366058722647092,-0.018333333333333344
2018,-0.0052823623376800095,-0.09400000000000001
2019,0.023547974261064194,-0.22
2020,-0.08665373054783898,0.08314285714285714
2021,0.06154593201323864,-0.3921276595744681
2022,-0.1403767591530216,0.15867924528301888
2023,0.15874362893647434,-0.622
2024,-0.06806601150870573,0.038108108108108114
2025,-0.060610957084747764,0.07978723404255318
