season,favorite_roi,underdog_roi
2009,-0.13372506951005975,0.10589285714285714
2010,-0.10426945976030845,0.03181818181818181
2011,-0.15774069034302757,0.13274193548387098
2012,-0.01875773618080147,-0.072
2013,-0.0864632999673156,-0.025614035087719297
2014,0.15013715233237687,-0.3857142857142857
2015,-0.0882250181778933,0.02187499999999999
2016,-0.12567332510704668,0.14412698412698416
2017,-0.08575100196381337,0.048571428571428564
2018,0.13566259946739392,-0.34085106382978725
2019,-0.03631204086279276,-0.07327586206896551
2020,-0.10795835472965645,0.05754098360655736
2021,-0.14966475896935097,0.16299999999999998
2022,-0.17424450728554644,0.21095238095238095
2023,-0.17265872135084787,0.22137931034482758
2024,0.029507816859961348,-0.1317543859649123
2025,0.14998693037825767,-0.37387755102040815
